FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2),EMPLOYMENT_STATUS,Employment status,ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2) (NOTE_BRKDW_INDUSTRY_NACE_REV2),NOTE_EMPLOYMENT_STATUS,Employment status (NOTE_EMPLOYMENT_STATUS),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,ITE3,Marche,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,4.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE3,Marche,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,33.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE3,Marche,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2021,43.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE3,Marche,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,51.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE3,Marche,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,21.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,2668.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2021,0.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2021,1.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2021,149.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2021,14.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2021,157.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2021,2270.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2021,157,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,158,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2021,128.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,80,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,21.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,208.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2021,176.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,210,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITE4,Lazio,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,91.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,521.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2021,1.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2021,0.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2021,84.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2021,12.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2021,41.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2021,361.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2021,18.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,35.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2021,7.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,10.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF1,Abruzzo,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2021,2.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
